,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF ID,Remote/Onsite,Primary Work Month,Time Zone,Task ID,Company,"Executive 
Sponsor",Project Lead,Project Support,NVA ,Billing/Set Up,Products,Status,Next Steps,Contract Signed,SRA Enabled,SRA Kickoff (SRA),Receive Policies and Procedures/BAA (SRA),Review Policies and Procedures (SRA),Schedule Onsite/Remote Interview (SRA),Go Onsite/Have Interview (SRA),Recieve Requested Follow up Documentation (SRA),Review SRA (SRA),Schedule Final SRA Report (SRA),Present Final SRA Report (SRA),NVA Enabled,NVA Kickoff (NVA),Receive Network Security Platform,Receive Credentials (NVA),Verify Access (NVA),Execute External Scan,Execute Dark Web Scan,Install Nessus,Execute Internal Scan,AdTidy,SpecOps,Nmap Scan,Scans Completed (NVA),Access Removed (NVA),Compile Report (NVA),Schedule Final NVA Report (NVA),Present Final NVA Report (NVA),Total Days,P+P Days,Wrap Up Days,NVA Access,NVA Scans Complete,NVA Wrap Up Days,Kickoff + 30 days,ACD,Disparity,Kickoff + 28 days,ACD,Disparity,
9574,,,,,Covenant Community Care,Amanda,Amanda,Jordan,NA,Billed/Set Up,SRA,On Track,10/12 - SRA Review 10/19,6/29/2023,,8/8/23,8/22/23,9/14/23,8/8/23,9/21/23,Not Applicable,10/8/23,10/12/23,10/19/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,53,18,12,NA,NA,NA,9/5/2023,10/19/2023,44,,,,
5783,,,,,White Mountain Regional Medical Center,Joe,Joe,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,10/17 - Had to reschedule wrap up call,9/13/2023,,9/19/23,9/28/23,9/29/23,9/19/23,10/3/23,Not Applicable,10/4/23,10/10/23,10/17/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,21,2,2,NA,NA,NA,10/17/2023,10/17/2023,0,,,,
9791,,,,,Quinault Wellness Center,Joe,Joe,Rachel,NA,Billed/Set Up,SRA,On Track,10/10 - SRA Review 10/19,8/7/2023,,8/10/23,8/16/23,9/25/23,8/24/23,9/26/23,Not Applicable,10/15/23,10/10/23,10/19/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,51,29,14,NA,NA,NA,9/7/2023,10/19/2023,42,,,,
8752,,,,,NOAH,Joe,Joe,Rachel,Rachel,Billed/Set Up,SRA (Renewal),On Track,"10/19 - Moving on from MSP, IT Frontline support inhouse, Mid December for NVA",5/9/2023,,6/8/23,Not Applicable,Not Applicable,7/21/23,8/17/23,Not Applicable,10/19/23,9/27/23,10/19/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,96,NA,46,NA,NA,NA,7/6/2023,10/19/2023,105,,,,
3657,,,,,Spokane Digestive,Amanda,Amanda,James,NA,Billed/Set Up,SRA (Renewal),On Track,"10/25 - SRA sent, review 10/27",6/26/2023,,6/21/23,9/11/23,9/11/23,6/21/23,10/4/23,Not Applicable,10/25/23,10/24/23,10/27/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,93,1,16,NA,NA,NA,7/19/2023,10/27/2023,100,,,,
8488,,,,,Etowah Pediatrics (Remote),Joe,Jordan,Jordan,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,10/18 -  Scheduled for October 30th,7/28/2023,,8/3/23,8/3/23,9/12/23,8/29/23,9/14/23,Not Applicable,9/18/23,10/18/23,10/30/23,,8/3/23,8/17/23,8/28/23,8/28/23,9/1/2023,9/4/2023,8/31/2023,9/1/2023,9/19/2023,9/19/2023,9/19/2023,,,9/25/2023,10/18/2023,10/30/2023,63,29,3,18,17,5,8/31/2023,10/30/2023,60,8/31/2023,10/30/2023,60,
3393,,,,,CCHS,Amanda,Amanda,James,NA,Billed/Set Up,SRA (Renewal),On Track,10/17 - Wrap Up Call 11/1,7/26/2023,,9/28/23,10/10/23,10/10/23,9/28/23,10/11/23,Not Applicable,10/29/23,10/17/23,11/1/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,25,1,13,NA,NA,NA,10/26/2023,11/1/2023,6,,,,
3437,,,,,HRH,Joe,Joe,Rachel,NA,Billed/Set Up,SRA (Renewal),On Track,10/20 - Had to reschedule SRA review. Sent dates for 10/23 and 10/30,8/10/2023,,8/24/23,9/15/23,9/25/23,8/24/23,9/28/23,Not Applicable,10/31/23,10/30/23,11/2/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,51,7,24,NA,NA,NA,9/21/2023,11/2/2023,42,,,,
5732,,,,,Summit,Joe,Joe,Rachel,NA,Billed/Set Up,SRA (Renewal),On Track,11/2 - Rescheduled wrapup like 5 times but happening 11/3,9/1/2023,,9/1/23,Not Applicable,Not Applicable,9/1/23,9/14/23,Not Applicable,11/2/23,11/1/23,11/2/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,45,NA,36,NA,NA,NA,9/29/2023,11/2/2023,34,,,,
5754,,,,,Maier MD Rheumatology,Amanda,Amanda,Jordan,Vilay,Billed/Set Up,SRA+NVA (Renewal),On Track,"11/3 - Scheduled Wrap Ups SRA 11/3, NVA 11/10",9/24/2023,,10/2/23,Not Applicable,Not Applicable,10/2/23,10/16/23,Not Applicable,10/29/23,11/3/23,11/3/23,,10/13/23,10/24/23,10/24/23,10/27/23,10/30/2023,10/30/2023,10/27/2023,10/30/2023,10/30/2023,10/30/2023,10/30/2023,,,10/31/2023,11/3/2023,11/10/2023,25,NA,10,11,2,2,10/30/2023,11/3/2023,4,11/10/2023,11/10/2023,0,
9964,,,,,Infinite Innovations (Remote),Joe,Jordan,Jordan,NA,Billed/Set Up,SRA,On Track,11/2 - Wrap up scheduled for 11/3,10/9/2023,,10/13/23,Not Applicable,Not Applicable,10/16/23,10/26/23,Not Applicable,10/31/23,11/2/23,11/3/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,16,NA,4,NA,NA,NA,11/10/2023,11/3/2023,-7,,,,
10515,,,,,LaFourche Medical Group,Joe ,Joe,Rachel,NA,Billed/Set Up,SRA,On Track,11/1 - Wrap up scheduled for 11/16,10/20/2023,,10/20/23,Not Applicable,Not Applicable,10/20/23,10/27/23,Not Applicable,11/16/23,11/1/23,11/16/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,20,NA,15,NA,NA,NA,11/17/2023,11/16/2023,-1,,,,
8727,,,,,Federal Way Naturopathy (Remote),Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,11/15 - Final Review 11/20,9/6/2023,,9/20/23,9/20/23,10/16/23,9/20/23,11/9/23,Not Applicable,11/15/23,11/14/23,11/20/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,44,19,5,NA,NA,NA,10/18/2023,11/20/2023,33,,,,
3757,,,,,Imperial Health,Joe,Joe,Rachel,NA,Billed/Set Up,SRA (Renewal),On Track,11/6 - Wrap up scheduled for 11/21,9/11/2023,,10/3/23,9/13/23,10/23/23,10/9/23,10/25/23,Not Applicable,11/21/23,11/6/23,11/21/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,36,29,20,NA,NA,NA,10/31/2023,11/21/2023,21,,,,
8336,,,,,Pueblo Community Health Center (Remote),Amanda,Jordan,NA,NA,Billed/Set Up,SRA,On Track,11/29 - Final Review 11/30,11/2/2023,,11/2/23,Not Applicable,Not Applicable,Not Applicable,11/15/23,Not Applicable,11/16/23,11/29/23,11/30/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,21,NA,2,NA,NA,NA,11/30/2023,11/30/2023,0,,,,
5794,,,,,The Neurology Center (Remote),Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,11/27 - Scheduled review for 11/30,8/14/2023,,9/12/23,9/22/23,9/3/23,10/16/23,10/18/23,Not Applicable,11/17/23,11/27/23,11/30/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,58,-15,23,NA,NA,NA,10/10/2023,11/30/2023,51,,,,
5782,,,,,Hinet (Remote),Amanda,Jordan,Jordan,Vilay,Billed/Set Up,SRA+NVA (Renewal),On Track,12/5 - Final review 12/19,9/8/2023,,10/10/23,10/10/23,10/18/23,10/19/23,11/14/23,Not Applicable,11/20/23,12/5/23,12/19/23,,10/10/23,11/6/23,11/6/23,11/9/23,11/13/2023,11/13/2023,11/13/2023,11/13/2023,11/13/2023,11/16/2023,11/13/2023,,,12/4/2023,12/5/2023,12/19/2023,51,7,5,23,3,16,11/7/2023,12/19/2023,42,11/7/2023,12/19/2023,42,
5779,,,,,Weiser Memorial Hospital,Amanda,Amanda,Jordan,Vilay,Billed/Set Up,SRA+NVA (Renewal),On Track,12/18 - Rescheduled NVA Review for 12/20,9/6/2023,,9/12/23,10/23/23,11/10/23,9/19/23,11/15/23,Not Applicable,12/11/23,12/13/23,12/15/23,,9/12/23,10/25/23,10/25/23,11/15/23,11/27/2023,11/27/2023,11/15/2023,11/27/2023,11/27/2023,11/27/2023,11/27/2023,,,12/4/2023,12/18/2023,12/20/2023,69,15,19,47,9,6,10/10/2023,12/15/2023,66,10/10/2023,12/20/2023,71,
9119,,,,,Balance Health/Weil Foot & Ankle Institute,Joe,Joe,Rachel,NA,Billed/Set Up,SRA (Renewal),On Track,12/11 - Finalize SRA review 12/28,11/1/2023,,11/9/23,11/21/23,12/4/23,11/9/23,12/6/23,Not Applicable,12/28/23,12/12/23,12/28/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,36,10,17,NA,NA,NA,12/7/2023,12/28/2023,21,,,,
8740,,,,,Space City Pain Specialists,Amanda,Jordan,Margaret,NA,Billed/Set Up,SRA,On Track,12/27 - Final Review 12/29,11/10/2023,,11/15/23,Not Applicable,Not Applicable,11/15/23,11/28/23,Not Applicable,12/15/23,12/27/23,12/29/23,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,33,NA,14,NA,NA,NA,12/13/2023,12/29/2023,16,,,,
8553,,,,,Abbeville Area Medical Center,Amanda,Amanda,NA,Vilay,Billed/Set Up,SRA+NVA,On Track,12/11 - Final Review 12/19,11/10/2023,,11/10/23,Not Applicable,Not Applicable,11/16/23,12/11/23,Not Applicable,12/28/23,12/11/23,12/28/23,,9/26/23,9/14/23,9/14/23,10/3/23,10/4/2023,10/6/2023,10/3/2023,10/5/2023,10/5/2023,10/6/2023,10/6/2023,,,10/31/2023,11/10/2023,11/30/2023,35,NA,14,6,4,18,12/8/2023,12/28/2023,20,10/24/2023,11/30/2023,37,
,,,,,Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,13,14,21,7,9,,,34,,,42,
,,,,,2023 Averages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10,19,39,10,11,,,40,,,83,
,,,,,Q1 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9350,,,,,The Pain Center of Arizona (Remote),Amanda,Jordan,Rachel/James,NA,Billed/Set Up,SRA (Renewal),On Track,12/29 - Final review 1/2,11/15/2023,,12/1/23,12/12/23,12/18/23,12/1/23,12/20/23,Not Applicable,12/29/23,12/29/23,1/2/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,23,5,8,NA,NA,NA,12/29/2023,1/2/2024,4,,,,
8711,,,,,Community Link Consulting (Remote),Amanda,Jordan,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,1/2 - Final Review 1/3,11/27/2023,,12/4/23,12/12/23,12/20/23,12/18/23,12/28/23,Not Applicable,12/29/23,1/2/24,1/3/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,33,7,5,NA,NA,NA,1/1/2024,1/3/2024,2,,,,
5950,,,,,Catalyst Medical,Amanda,Jordan,NA,NA,Billed/Set Up,SRA,On Track,12/29 - Final review 1/3,11/2/2023,,11/2/23,Not Applicable,Not Applicable,11/17/23,12/27/23,Not Applicable,12/27/23,12/27/23,1/4/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,46,NA,,NA,NA,NA,,1/4/2024,,,,,
8511,,,,,Southland Neurologic (Remote),Amanda,Jordan,Margaret,NA,Billed/Set Up,SRA,On Track,12/27 - Final Review 1/3,11/20/2023,,12/1/23,12/5/23,12/18/23,12/1/23,12/19/23,Not Applicable,12/26/23,12/27/23,1/3/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,33,10,6,NA,NA,NA,12/29/2023,1/3/2024,5,,,,
6022,,,,,Prism,Amanda,Amanda,Jordan,Vilay,Billed/Set Up,SRA+NVA (Renewal),On Track,12/14 - NVA done final review 1/5,1/23/2023,,10/16/23,10/24/23,11/4/23,8/2/23,11/8/23,Not Applicable,12/3/23,12/14/23,1/5/24,,10/16/23,11/15/23,11/15/23,11/15/23,11/27/2023,11/27/2023,11/27/2023,11/27/2023,11/15/2023,11/15/2023,11/15/2023,,,12/14/2023,12/14/2023,1/5/2024,60,9,18,23,1,22,11/13/2023,1/5/2024,53,11/13/2023,1/5/2024,53,
8741,,,,,The Rose,Joe,Joe,Margaret,Rachel,Billed/Set Up,SRA (Renewal),On Track,12/19 - Final Review of SRA 1/8,9/21/2023,,10/11/23,10/11/23,12/11/23,10/19/23,12/12/23,Not Applicable,1/8/24,12/19/23,1/8/24,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,64,44,20,,,,11/8/2023,1/8/2024,61,,,,
8779,,,,,Connect Health + Wellness (Martinsville),Amanda,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,1/4 - Final Review 1/12,10/27/2023,,11/7/23,11/30/23,12/12/23,11/14/23,12/13/23,Not Applicable,12/20/23,12/20/23,1/12/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,49,9,6,NA,NA,NA,12/5/2023,1/12/2024,38,,,,
10578,,,,,Woodlands Healing Research Center (Remote),Joe,Margaret,Margaret,NA,Billed/Set Up,SRA,On Track,1/8 - Sent email to move to support phase,12/15/2023,,12/15/23,Not Applicable,Not Applicable,12/15/23,12/22/23,Not Applicable,12/29/23,12/29/23,1/3/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,14,NA,6,NA,NA,NA,1/12/2024,1/3/2024,-9,,,,
10521,,,,,Rogue Community Health,Joe,Vilay,NA,Vilay,Billed/Set Up,NVA,On Track,"1/8 - Exec Summary finished, Final review 1/10",11/27/2023,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,12/5/23,12/7/23,12/7/23,12/26/23,12/26/2023,12/26/2023,12/26/2023,12/26/2023,12/26/2023,12/26/2023,12/26/2023,,,1/8/2024,1/8/2024,1/10/2024,27,NA,NA,16,1,10,,,,1/2/2024,1/10/2024,8,
5754,,,,,Maier - Quarterly NVA (1 of 3),Amanda,Vilay,NA,Vilay,Billed/Set Up,NVA (Renewal),On Track,1/8 - Final Review 1/12,12/11/2023,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,12/11/23,12/15/23,12/15/23,12/15/23,12/18/2023,12/18/2023,12/18/2023,12/18/2023,12/18/2023,12/18/2023,12/18/2023,,,12/28/2023,1/8/2024,1/12/2024,25,NA,NA,5,2,9,,,,1/8/2024,1/12/2024,4,
8995,,,,,NATIVE Health of Phoenix,Amanda,Amanda,Jordan,Vilay,Billed/Set Up,SRA+NVA (Renewal),On Track,1/16 - Scheduled final review for 1/19,11/13/2023,,11/16/23,12/5/23,12/20/23,11/16/23,12/20/23,Not Applicable,1/9/24,1/12/24,1/19/24,,11/16/23,12/22/23,12/22/23,12/22/23,12/22/2023,1/2/2024,12/22/2023,12/22/2023,1/2/2024,1/2/2024,1/2/2024,,,1/10/2024,1/12/2024,1/19/2024,47,12,15,27,8,7,12/14/2023,1/19/2024,36,,,,
9842,,,,,Eastside Rheumatology PLLC (Remote),Amanda,Jordan,Jordan,NA,Billed/Set Up,SRA,On Track,1/25 - Had to cancel. Emailed and said were happy to meet just let us know,9/6/2023,,11/30/23,Not Applicable,Not Applicable,11/30/23,12/29/23,Not Applicable,12/29/23,1/10/24,1/25/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,41,NA,1,NA,NA,NA,12/28/2023,1/25/2024,28,,,,
3439,,,,,GBMC,Joe,Amanda,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,1/18 - Wrap up scheduled 1/25,9/15/2023,,10/5/23,11/10/23,11/29/23,10/5/23,11/29/23,Not Applicable,12/30/23,1/18/24,1/25/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,81,14,23,NA,NA,NA,11/2/2023,1/25/2024,84,,,,
5732,,,,,Summit,Joe,Vilay,NA,Vilay,Billed/Set Up,NVA,On Track,2/3 - Final Review 2/6,12/7/2023,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,12/7/23,1/16/24,1/16/24,1/17/24,1/22/2024,1/22/2024,1/22/2024,1/22/2024,1/22/2024,1/22/2024,1/22/2024,,,2/5/2024,2/3/2024,2/6/2024,44,NA,NA,30,4,11,,,,1/4/2024,2/6/2024,33,
7600,,,,,American HealthCare,Joe,Jordan,Margaret,Vilay,Billed/Set Up,SRA (Renewal),On Track,2/2 - Final Review 2/7,11/1/2023,,11/10/23,11/13/23,1/8/24,11/28/23,1/23/24,Not Applicable,1/26/24,2/2/24,2/7/24,,12/19/23,Not Applicable,Not Applicable,12/19/23,12/26/2023,12/26/2023,12/26/2023,12/26/2023,12/26/2023,12/26/2023,12/26/2023,,,1/9/2024,2/2/2024,2/7/2024,64,41,4,1,6,11,12/8/2023,2/7/2024,61,1/16/2024,2/7/2024,22,
9320,,,,,"Phoenix Cardiac Surgery, P.C.",Amanda,Amanda,Jordan,NA,Billed/Set Up,SRA,On Track,1/24 - Final Review 2/7,12/14/2023,,12/14/23,Not Applicable,Not Applicable,12/14/23,1/9/24,Not Applicable,2/5/24,1/24/24,2/7/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,40,NA,20,NA,NA,NA,1/11/2024,2/7/2024,27,,,,
10058,,,,,Kaizen Digital (Remote),Amanda,Amanda,Margaret,NA,Billed/Set Up,SRA,On Track,2/2 - Final Review 2/9,12/11/2023,,12/14/23,1/8/24,1/16/24,1/16/24,1/19/24,Not Applicable,2/9/24,2/3/24,2/9/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,42,7,16,NA,NA,NA,1/11/2024,2/9/2024,29,,,,
5791,,,,,TUHS (Temple University Health System),Amanda,Amanda,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,1/5 - Final Review Meeting scheduled for 2/5,7/26/2023,,8/7/23,10/17/23,10/27/23,8/15/23,12/15/23,Not Applicable,12/21/23,1/5/24,2/5/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,131,9,5,NA,NA,NA,9/4/2023,2/5/2024,154,,,,
9917,,,,,Livingston Community Health,Joe,Rachel,Margaret,NA,Billed/Set Up,Policy Build,On Track,2/6 - Responded with answers to questions,12/6/2023,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,NA,,,,,,,
10586,,,,,"Allied Customer Solutions, Inc. (ACSI)",Joe,Joe,James,NA,Billed/Set Up,SRA,On Track,1/31 - Final Review scheduled for 2/15,12/19/2023,,12/29/23,1/4/24,1/21/24,1/2/24,1/23/24,Not Applicable,2/14/24,1/31/24,2/15/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,35,12,17,NA,NA,NA,1/26/2024,2/15/2024,20,,,,
9059,,,,,iCoreConnect (Remote),Joe,Jordan,Margaret,NA,Billed/Set Up,SRA,On Track,2/28 - Final Review 3/5,1/25/2024,,1/30/24,2/19/24,2/12/24,2/5/24,2/19/24,Not Applicable,3/4/24,2/28/24,3/5/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,26,-6,11,NA,NA,NA,2/27/2024,3/5/2024,7,,,,
9273,,,,,Yakutat Community Health Center,Joe,Joe,Rachel,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,3/6 - Final NVA Review 3/20,10/31/2023,,12/21/23,NA,NA,1/4/24,1/18/24,Not Applicable,2/22/24,2/20/24,2/22/24,,12/21/23,1/17/24,1/17/24,2/14/24,2/19/2024,2/20/2024,2/19/2024,2/19/2024,2/26/2024,1/17/2024,2/26/2024,,,3/4/2024,3/6/2024,3/20/2024,46,NA,26,40,9,6,1/18/2024,2/22/2024,35,1/18/2024,3/20/2024,62,
9054,,,,,Mariposa Community Health Center,Amanda,Amanda,Jordan,Vilay,Billed/Set Up,SRA (Renewal)+NVA,On Track,3/8 - All Scans Complete. Final Review 3/25,9/21/2023,,9/27/23,11/2/23,12/4/23,10/4/23,12/6/23,Not Applicable,12/27/23,12/22/23,12/28/23,,1/19/24,2/15/24,2/15/24,2/16/24,3/8/2024,3/8/2024,2/16/2024,3/6/2024,3/8/2024,3/8/2024,3/8/2024,,,3/19/2024,3/8/2024,3/25/2024,67,23,16,21,16,8,10/25/2023,12/28/2023,64,2/16/2024,3/25/2024,38,
3422,,,,,Frontier Behavioral Health,Amanda,Amanda,Jordan,Vilay,Billed/Set Up,SRA+NVA (Renewal),On Track,3/6 - Final Review 3/26,12/29/2023,,1/16/24,1/23/24,2/12/24,1/16/24,2/21/24,Not Applicable,2/27/24,3/6/24,3/26/24,,1/16/24,2/6/24,2/6/24,2/23/24,2/27/2024,3/1/2024,3/1/2024,3/1/2024,3/1/2024,3/1/2024,3/1/2024,,,3/19/2024,3/6/2024,3/26/2024,51,15,5,29,6,13,2/13/2024,3/26/2024,42,,,,
,,,,,Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,14,12,21,6,11,,,39,,,31,
,,,,,Q2 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,,,,,American HealthCare Q1 NVA,Joe,Rachel,NA,Vilay,Billed/Set Up,NVA,On Track,4/3 - Reach out 6/1 to schedule Q2 Scans,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,3/19/24,Not Applicable,Not Applicable,3/20/24,3/26/2024,3/26/2024,3/26/2024,3/26/2024,3/26/2024,3/26/2024,3/26/2024,,,4/3/2024,3/28/2024,4/3/2024,12,NA,NA,2,5,7,,,,4/16/2024,4/3/2024,-13,
3754,,,,,Treasure Valley Family Medicine,Joe,Jordan,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,3/27 - Scheduled wrap up for 4/5,2/7/2024,,2/13/24,2/13/24,3/11/24,2/13/24,3/15/24,,3/29/24,3/26/24,4/5/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,39,20,11,NA,NA,NA,3/12/2024,4/5/2024,24,,,,
